platform_key,platform_label,section,command,description,type
paloalto,Palo Alto Firewall,High Availability,request high-availability sync-to-remote running-config,Forces immediate running config sync to the HA peer,show
paloalto,Palo Alto Firewall,High Availability,show high-availability control-link statistics,Displays HA control-link traffic stats and keepalive counters,show
paloalto,Palo Alto Firewall,App-ID & Content-ID,show application <name>,"Displays App-ID definition: ports, risk level, category, evasion behaviour",show
paloalto,Palo Alto Firewall,App-ID & Content-ID,show application status,Summarises App-ID database version and last update timestamp,show
paloalto,Palo Alto Firewall,App-ID & Content-ID,request content-id update,Triggers an immediate Threat/Content-ID signature update,show
paloalto,Palo Alto Firewall,App-ID & Content-ID,show content-id status,"Displays Content-ID database versions for AV, Wildfire, and URL filtering",show
paloalto,Palo Alto Firewall,App-ID & Content-ID,show wildfire status,Wildfire cloud connection status and last submission/verdict times,show
paloalto,Palo Alto Firewall,App-ID & Content-ID,request wildfire submit file <path>,Manually submits a file to Wildfire for sandbox analysis,show
paloalto,Palo Alto Firewall,App-ID & Content-ID,show threat-detection summary,Summary of recent threat detections grouped by category,show
paloalto,Palo Alto Firewall,App-ID & Content-ID,show url-filtering statistics,"URL filtering statistics: categories blocked, total lookups, cache hits",show
paloalto,Palo Alto Firewall,Certificate Management,show certificate <name>,"Displays certificate details: subject, issuer, SAN, validity dates",show
paloalto,Palo Alto Firewall,Certificate Management,request certificate generate signed-by <ca-name> certificate-name <name> name <cn> signed-by <ca>,Generates a new certificate signed by an internal CA,show
paloalto,Palo Alto Firewall,Certificate Management,request certificate import format <pem|pkcs12> certificate-name <name> file <path>,Imports an external certificate from PEM or PKCS12 format,show
paloalto,Palo Alto Firewall,Certificate Management,set certificate-profile <name> CA <cert-name>,Adds a CA certificate to a certificate profile for client cert verification,show
paloalto,Palo Alto Firewall,Certificate Management,show certificate-cache,Displays cached certificate revocation status from OCSP/CRL lookups,show
paloalto,Palo Alto Firewall,Certificate Management,request certificate revoke certificate <name>,Revokes a locally generated certificate,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,show counter global,Global dataplane packet counters including all drop reasons,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,show session all,"All active firewall sessions: src/dst IPs, ports, application",show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,show session id <session-id>,Detailed info about a specific active session by ID,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,clear session all,Terminates all active sessions immediately — use with extreme caution,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,show log traffic,Traffic log: allowed and denied sessions by security policy,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,show log threat,"Threat log: malware, exploits, spyware, and other security events",show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,show log url,URL filtering log: web access activity and blocked URLs,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,ping source <source-ip> host <destination-ip>,ICMP ping from a specific source IP to test reachability,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,traceroute source <source-ip> host <destination-ip>,Traces network path from a source IP to a destination,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,debug dataplane packet-diag set filter match source <ip> destination <ip>,Sets a packet capture filter by source and destination IP,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,debug dataplane packet-diag start,Starts the packet capture using configured filter,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,debug dataplane packet-diag stop,Stops an active packet capture session,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,debug dataplane packet-diag clear,Clears all packet diagnostic filters and settings,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,show arp all,ARP table for all virtual routers and interfaces,show
paloalto,Palo Alto Firewall,Monitoring & Diagnostics,show mac all,Layer 2 MAC address table (relevant in vwire/L2 deployments,show
paloalto,Palo Alto Firewall,Commit & Config,commit,Applies all pending candidate config changes to the running config,show
paloalto,Palo Alto Firewall,Commit & Config,validate full,Validates the candidate config for errors without applying it,show
paloalto,Palo Alto Firewall,Commit & Config,diff config running candidate,Shows all pending changes between running and candidate config,show
paloalto,Palo Alto Firewall,Commit & Config,revert config,Discards all uncommitted changes and reverts to last committed config,show
paloalto,Palo Alto Firewall,Commit & Config,save config to <filename>,Saves the current candidate config to a named backup file,show
paloalto,Palo Alto Firewall,Commit & Config,load config from <filename>,Loads a saved config file into the candidate configuration,show
paloalto,Palo Alto Firewall,Commit & Config,show config running,Displays the currently active running configuration,show
paloalto,Palo Alto Firewall,Commit & Config,commit partial admin <username>,Commits only the changes made by a specific administrator,show
paloalto,Palo Alto Firewall,Commit & Config,load config partial from <filename> from-xpath <xpath> to-xpath <xpath>,Merges a subset of a saved config into the candidate config,show
paloalto,Palo Alto Firewall,Commit & Config,show config saved,Displays the most recently committed saved configuration,show
paloalto,Palo Alto Firewall,User-ID,show user ip-user-mapping all,Complete current table of IP address to username mappings,show
paloalto,Palo Alto Firewall,User-ID,test user-id ip-user-mapping ip <ip-address>,Looks up which username is currently mapped to a specific IP,show
paloalto,Palo Alto Firewall,User-ID,show user user-id-agent statistics,Connection statistics and event counts for all User-ID agents,show
paloalto,Palo Alto Firewall,User-ID,set user-id agent <name> host <ip> port <port>,Configures a connection to a User-ID agent,show
paloalto,Palo Alto Firewall,User-ID,debug user-id reset,Resets the User-ID subsystem and clears all mappings — use with caution,show
paloalto,Palo Alto Firewall,User-ID,show user group name <group-dn>,Lists all members of an AD/LDAP group as known to User-ID,show
paloalto,Palo Alto Firewall,User-ID,request user-id logout user <username> vsys <vsys>,Manually removes a user's IP-to-username mapping from the table,show
paloalto,Palo Alto Firewall,Panorama,show panorama-status,"Displays Panorama connection state, management server IP, and sync status",show
paloalto,Palo Alto Firewall,Panorama,request panorama-push to device <serial>,Pushes pending config from Panorama to a specific managed device,show
paloalto,Palo Alto Firewall,Panorama,show templates,Lists all Panorama templates assigned to this device,show
paloalto,Palo Alto Firewall,Panorama,show device-group,Displays device group membership and config hierarchy,show
paloalto,Palo Alto Firewall,Panorama,request license fetch,Fetches updated licences from the Panorama licence server,show
openssl,OpenSSL,Key Generation,openssl genrsa -out private.key 2048,Generate a 2048-bit RSA private key,show
openssl,OpenSSL,Key Generation,openssl genrsa -aes256 -out private.key 4096,Generate a 4096-bit RSA private key encrypted with AES-256,show
openssl,OpenSSL,Key Generation,openssl ecparam -name prime256v1 -genkey -noout -out ec.key,Generate an ECC private key using the prime256v1 curve,show
openssl,OpenSSL,Key Generation,openssl ecparam -name secp384r1 -genkey -noout -out ec.key,Generate an ECC private key using the secp384r1 (P-384) curve,show
openssl,OpenSSL,Key Generation,openssl genpkey -algorithm ed25519 -out ed25519.key,"Generate an Ed25519 private key — modern, fast signing algorithm",show
openssl,OpenSSL,Key Generation,openssl dhparam -out dhparam.pem 4096,Generate a 4096-bit Diffie-Hellman parameters file,show
openssl,OpenSSL,Key Generation,openssl rand -hex 32,Generate 32 random bytes in hex format for secrets or API keys,show
openssl,OpenSSL,Key Generation,openssl rand -base64 48,Generate 48 random bytes in base64 format,show
openssl,OpenSSL,Key Generation,openssl pkey -in private.key -pubout -out public.key,"Extract the public key from any private key (RSA, EC, or Ed25519)",show
openssl,OpenSSL,CSR & Certificates,openssl req -new -key private.key -out request.csr,Generate a Certificate Signing Request from an existing key,show
openssl,OpenSSL,CSR & Certificates,openssl req -new -newkey rsa:2048 -nodes -keyout private.key -out request.csr,Generate a CSR and new RSA key in one step without a passphrase,show
openssl,OpenSSL,CSR & Certificates,openssl req -new -key private.key -out req.csr -subj /C=GB/ST=London/O=Org/CN=example.com,Generate a CSR with all subject fields specified inline,show
openssl,OpenSSL,CSR & Certificates,openssl req -x509 -new -nodes -key private.key -sha256 -days 3650 -out ca.crt,Create a self-signed root CA certificate valid for 10 years,show
openssl,OpenSSL,CSR & Certificates,openssl x509 -req -in request.csr -CA ca.crt -CAkey ca.key -CAcreateserial -out signed.crt -days 365 -sha256,Sign a CSR with a CA certificate to produce a signed certificate,show
openssl,OpenSSL,CSR & Certificates,openssl req -x509 -nodes -days 365 -newkey rsa:2048 -keyout self.key -out self.crt,Generate a self-signed certificate and key pair in one step,show
openssl,OpenSSL,CSR & Certificates,openssl x509 -req -in req.csr -CA ca.crt -CAkey ca.key -extfile san.ext -out cert.crt -days 365 -sha256,Sign a CSR and include Subject Alternative Names from an extension file,show
openssl,OpenSSL,CSR & Certificates,openssl req -new -key private.key -out req.csr -config openssl-san.cnf,Generate a CSR with SANs defined in a custom config file,show
openssl,OpenSSL,Certificate Inspection,openssl x509 -in cert.crt -text -noout,"Display full certificate details: subject, issuer, SANs, validity, extensions",show
openssl,OpenSSL,Certificate Inspection,openssl x509 -in cert.crt -noout -subject,Display only the certificate subject field,show
openssl,OpenSSL,Certificate Inspection,openssl x509 -in cert.crt -noout -issuer,Display only the certificate issuer field,show
openssl,OpenSSL,Certificate Inspection,openssl x509 -in cert.crt -noout -dates,Display certificate validity dates: notBefore and notAfter,show
openssl,OpenSSL,Certificate Inspection,openssl x509 -in cert.crt -noout -fingerprint -sha256,Display the SHA-256 fingerprint of the certificate,show
openssl,OpenSSL,Certificate Inspection,openssl x509 -in cert.crt -noout -serial,Display the certificate serial number,show
openssl,OpenSSL,Certificate Inspection,openssl x509 -in cert.crt -noout -ext subjectAltName,Display only the Subject Alternative Names extension,show
openssl,OpenSSL,Certificate Inspection,openssl req -in request.csr -text -noout,"Display all details of a CSR: subject, key info, requested extensions",show
